World-States
Accuracy,0.96,0.945,0.945,0.97
Balanced Accuracy,0.7323232323232323,0.4772727272727273,0.4772727272727273,0.4898989898989899
P-value,0.05486194152868309,0.03238209091779111,0.03238209091779111,0.41195234594745067
Tau,0.23592535771038778,-0.021816595214404266,-0.021816595214404266,-0.014357683075131602
1,2,3,4,5

Accuracy,0.96,0.935,0.915,0.97
Balanced Accuracy,0.5598958333333333,0.6067708333333333,0.4765625,0.6848958333333333
P-value,0.05486194152868309,0.8048357541841109,0.8048357541841109,0.2420984364724116
Tau,0.23592535771038775,0.20185536534969198,-0.04430971434505434,0.5176005111238263
2,1,3,4,5

Accuracy,0.945,0.935,0.91,0.955
Balanced Accuracy,0.49476439790575916,0.5954043048283886,0.47643979057591623,0.6058755090168703
P-value,0.03238209091779111,0.8048357541841109,1.0,0.15937143973332302
Tau,-0.021816595214404263,0.20185536534969198,-0.04712041884816753,0.31354899562671606
3,1,2,4,5

Accuracy,0.945,0.915,0.91,0.935
Balanced Accuracy,0.49476439790575916,0.4790575916230366,0.47643979057591623,0.4895287958115183
P-value,0.03238209091779111,0.8048357541841109,1.0,0.15937143973332307
Tau,-0.021816595214404263,-0.04430971434505434,-0.04712041884816753,-0.03101034022681807
4,1,2,3,5

Accuracy,0.97,0.97,0.955,0.935
Balanced Accuracy,0.49489795918367346,0.8622448979591837,0.7321428571428572,0.4770408163265306
P-value,0.41195234594745067,0.2420984364724116,0.15937143973332302,0.15937143973332307
Tau,-0.0143576830751316,0.5176005111238263,0.31354899562671606,-0.031010340226818072
5,1,2,3,4

