Events
Accuracy,0.915,0.785,0.93,0.95
Balanced Accuracy,0.6331615120274914,0.5661512027491409,0.4793814432989691,0.570446735395189
P-value,0.04375078023962152,3.356346820698506e-08,0.5874554143852115,1.0
Tau,0.17248594402275658,0.05590539755240516,-0.035897907930886916,0.14089347079037803
1,2,3,4,5

Accuracy,0.915,0.84,0.915,0.905
Balanced Accuracy,0.5558558558558558,0.8216216216216217,0.5864864864864865,0.5198198198198198
P-value,0.04375078023962152,0.00016441394010169866,0.13338539945022254,0.04375078023962152
Tau,0.17248594402275655,0.4196780315059746,0.2324952774876386,0.06120468981452653
2,1,3,4,5

Accuracy,0.785,0.84,0.815,0.795
Balanced Accuracy,0.5118116275502378,0.6369075011504832,0.5668814235312164,0.5271514035895076
P-value,3.356346820698506e-08,0.00016441394010169866,3.412247589200445e-07,3.356346820698506e-08
Tau,0.05590539755240516,0.41967803150597455,0.27556901670495426,0.12850980995812614
3,1,2,4,5

Accuracy,0.93,0.915,0.815,0.93
Balanced Accuracy,0.484375,0.65625,0.7838541666666667,0.484375
P-value,0.5874554143852115,0.13338539945022254,3.412247589200445e-07,0.5874554143852115
Tau,-0.03589790793088691,0.2324952774876386,0.27556901670495426,-0.03589790793088691
4,1,2,3,5

Accuracy,0.95,0.905,0.795,0.93
Balanced Accuracy,0.570446735395189,0.5472508591065293,0.6520618556701031,0.4793814432989691
P-value,1.0,0.04375078023962152,3.356346820698506e-08,0.5874554143852115
Tau,0.14089347079037803,0.06120468981452653,0.12850980995812614,-0.035897907930886916
5,1,2,3,4

