Time
Accuracy,0.91,0.935,0.92,0.895
Balanced Accuracy,0.8156920799407846,0.8286454478164322,0.614359733530718,0.739082161361954
P-value,0.005997245374154932,0.05342104910763914,0.169498768791176,0.0037501753515933665
Tau,0.37851682955685817,0.44526277480650817,0.17050547365245444,0.2808558678550114
1,2,3,4,5

Accuracy,0.91,0.935,0.91,0.945
Balanced Accuracy,0.6134610268688481,0.7745411013567438,0.6765097100292631,0.8641926044160682
P-value,0.005997245374154932,0.38947419378329085,0.15224251862508953,0.8721571531955863
Tau,0.37851682955685817,0.6204469118149043,0.4389775199558627,0.7136346674996967
2,1,3,4,5

Accuracy,0.935,0.935,0.925,0.92
Balanced Accuracy,0.6508152173913043,0.8505434782608696,0.7024456521739131,0.8138586956521738
P-value,0.05342104910763914,0.38947419378329085,0.5641017919900642,0.3074408121673067
Tau,0.44526277480650817,0.6204469118149043,0.4455689030674742,0.5442666484917836
3,1,2,4,5

Accuracy,0.92,0.91,0.925,0.925
Balanced Accuracy,0.5635540929658577,0.7729329494035377,0.7451665981077746,0.8525298231180585
P-value,0.169498768791176,0.15224251862508953,0.5641017919900642,0.11181495755889934
Tau,0.17050547365245447,0.4389775199558627,0.4455689030674742,0.5555165430790523
4,1,2,3,5

Accuracy,0.895,0.945,0.92,0.925
Balanced Accuracy,0.582482124616956,0.849591419816139,0.7359550561797753,0.7188457609805924
P-value,0.0037501753515933665,0.8721571531955863,0.3074408121673067,0.11181495755889934
Tau,0.2808558678550114,0.7136346674996967,0.5442666484917836,0.5555165430790523
5,1,2,3,4

