Physical-Entities
Accuracy,0.59,0.36,0.89,0.74
Balanced Accuracy,0.4147760325770797,0.5590459569517161,0.46596858638743455,0.6521233275159977
P-value,5.594869117669846e-18,5.7036949454915016e-49,0.38160400461065713,5.387250173031971e-10
Tau,-0.07261590657742688,0.05186744770415176,-0.057234177227603586,0.14291149037278852
1,2,3,4,5

Accuracy,0.59,0.6,0.63,0.62
Balanced Accuracy,0.4845317284341675,0.6456551578502798,0.5316228486960194,0.5696336184141062
P-value,5.594869117669846e-18,1.1685158287378044e-08,1.9514306832923592e-15,0.010329272548895868
Tau,-0.07261590657742688,0.30032436005993496,0.12483501697651113,0.15355016061862628
2,1,3,4,5

Accuracy,0.36,0.6,0.39,0.55
Balanced Accuracy,0.5113904163393559,0.6548086634496689,0.537650095387723,0.643137694983728
P-value,5.7036949454915016e-49,1.1685158287378044e-08,2.1160407793431717e-44,6.975654894035615e-17
Tau,0.05186744770415176,0.30032436005993496,0.144167317910141,0.3061615406116238
3,1,2,4,5

Accuracy,0.89,0.63,0.39,0.73
Balanced Accuracy,0.47593582887700536,0.623200329082682,0.6380090497737557,0.6051007815713698
P-value,0.38160400461065713,1.9514306832923592e-15,2.1160407793431717e-44,4.428088966179398e-08
Tau,-0.057234177227603586,0.12483501697651112,0.144167317910141,0.11741722671634434
4,1,2,3,5

Accuracy,0.74,0.62,0.55,0.73
Balanced Accuracy,0.5335643691438839,0.5846489539211911,0.6637145424207419,0.5327942497753818
P-value,5.387250173031971e-10,0.010329272548895868,6.975654894035615e-17,4.428088966179398e-08
Tau,0.14291149037278855,0.15355016061862628,0.3061615406116238,0.11741722671634432
5,1,2,3,4

